41,568,210,569,210,589,41,589
318,569,381,570,381,591,318,590
41,532,183,533,183,553,41,552
41,702,104,702,104,724,41,723
305,445,381,445,381,466,305,465
41,624,144,624,144,645,41,645
41,513,236,516,236,536,41,533
318,499,381,499,381,518,318,518
384,0,460,-1,460,16,384,17
305,700,381,700,381,721,305,721
28,881,249,881,249,904,28,905
318,589,381,589,381,611,318,611
318,464,381,463,381,480,319,481
318,797,381,797,381,820,318,820
41,421,237,426,235,446,41,441
318,778,381,778,381,799,318,800
41,643,157,643,157,666,41,666
41,366,369,375,367,397,41,387
41,683,144,681,144,703,42,704
41,549,236,551,236,571,41,570
318,534,381,534,381,554,318,554
147,246,369,253,367,275,147,268
41,476,236,479,236,499,41,496
173,336,368,340,367,360,173,357
450,370,500,369,500,388,450,389
291,879,434,877,434,901,292,903
173,177,343,183,340,219,173,212
186,265,329,270,327,292,186,287
160,301,355,305,354,326,160,322
305,625,381,625,381,646,305,645
41,587,236,587,236,609,41,609
305,643,381,643,381,665,305,664
305,683,381,682,381,703,305,703
68,315,487,324,486,346,68,337
41,458,223,460,223,480,41,478
160,719,236,719,236,744,160,743
160,284,355,287,354,308,160,305
450,203,500,203,500,223,450,224
463,140,500,140,500,160,463,160
28,782,223,780,223,802,28,804
462,271,500,269,500,290,465,292
463,403,500,403,500,423,463,423
41,439,157,442,156,462,41,460
41,385,290,392,288,413,41,406
28,801,170,800,170,822,28,823
238,99,302,98,302,153,240,154
450,304,487,305,486,322,450,321
461,389,500,385,500,404,465,407
239,-1,276,-1,276,13,239,13
41,721,117,722,117,744,41,743
41,494,210,497,209,518,41,515
437,171,500,172,499,192,437,191
437,238,500,237,500,255,437,256
384,901,434,901,434,932,385,933
54,908,341,906,341,931,55,934
28,762,144,762,144,783,28,783
