69,525,133,525,133,544,69,543
325,604,389,605,388,624,325,623
69,627,173,625,173,645,70,648
69,509,241,506,241,525,70,528
69,593,160,591,160,611,70,612
311,660,389,659,389,678,312,679
325,520,375,520,375,538,325,538
325,751,389,751,389,769,325,769
311,589,389,587,389,606,312,607
163,343,362,341,362,360,164,363
325,770,389,769,389,787,325,788
69,735,160,734,160,753,70,754
69,458,227,457,227,476,69,477
325,452,416,451,416,469,325,470
244,150,308,151,308,210,244,210
69,680,134,681,133,700,69,699
150,377,375,373,375,391,150,395
69,428,295,424,295,442,70,446
69,492,187,492,187,509,69,509
204,310,335,310,335,329,204,328
177,695,241,695,241,716,177,716
69,559,227,557,227,577,70,579
150,294,375,292,375,311,150,313
83,362,416,356,416,375,83,381
69,409,187,408,187,428,69,429
150,538,241,538,241,558,150,558
325,486,375,486,375,504,325,504
325,622,389,622,389,643,325,643
69,661,160,662,160,682,69,681
325,554,389,553,389,572,325,573
56,754,241,750,241,770,56,773
56,770,187,768,187,790,56,791
177,328,348,324,348,344,177,347
163,474,241,474,241,493,163,493
284,405,389,403,389,423,285,425
69,698,106,697,106,716,70,717
325,677,389,677,389,696,325,696
298,839,375,839,375,861,298,861
204,229,321,229,321,260,204,260
