384,833,434,831,434,864,388,866
196,856,283,854,283,877,197,879
197,835,283,835,283,856,197,856
386,531,472,532,472,555,386,554
273,437,358,437,358,458,273,458
272,690,434,688,434,708,273,711
386,552,434,552,434,574,386,574
291,414,417,420,414,441,291,436
254,400,434,401,434,422,254,421
197,493,264,495,263,516,197,514
386,659,435,660,433,682,386,680
254,741,435,746,433,768,254,764
197,453,264,453,264,474,197,474
386,723,434,723,434,748,386,748
195,724,264,718,264,742,198,747
196,909,339,907,339,929,197,931
329,278,447,311,383,384,329,371
310,496,453,494,453,515,311,517
