69,778,193,776,193,800,70,803
377,618,452,619,451,640,377,639
377,536,436,537,435,559,377,558
102,401,484,396,484,420,102,425
377,681,452,681,452,703,377,703
166,422,435,416,435,439,167,445
86,734,129,735,127,757,86,756
69,648,209,645,209,670,70,672
377,702,452,702,452,724,377,724
69,713,144,714,144,736,69,735
166,322,419,318,419,340,167,344
69,586,241,582,241,606,70,610
377,577,435,577,435,599,377,600
215,341,371,341,371,362,215,362
69,482,338,478,338,502,70,506
199,362,403,358,403,381,199,385
199,380,403,377,403,402,199,405
377,640,452,638,452,661,377,663
69,690,177,690,177,713,69,713
69,865,322,855,322,882,70,892
198,902,403,895,403,921,200,928
215,726,290,726,290,754,215,753
69,626,193,625,193,649,70,650
312,457,435,457,435,480,312,480
69,565,306,559,306,582,70,588
69,524,306,519,306,541,70,546
69,543,144,544,144,567,69,566
0,907,63,905,63,929,0,931
199,236,437,241,434,288,199,283
360,851,500,846,500,872,361,877
345,216,404,218,402,248,345,247
182,542,241,541,241,565,183,565
296,133,341,135,336,211,296,210
376,959,613,939,613,966,378,985
69,460,241,458,241,482,70,484
