372,823,444,824,443,847,372,846
372,781,443,781,443,803,372,804
372,552,443,550,443,570,373,572
372,846,444,846,443,869,372,868
49,949,275,941,275,966,51,974
218,306,367,304,367,329,219,330
157,391,428,385,428,409,158,414
372,592,443,591,443,613,373,614
387,936,459,935,459,956,388,958
50,639,244,639,244,662,50,662
372,654,443,654,443,675,372,675
372,717,443,716,443,739,372,740
172,348,413,346,413,368,173,371
372,530,443,530,443,552,372,552
65,725,275,721,275,744,66,748
372,507,443,507,443,532,372,532
65,682,275,680,275,704,65,705
50,704,275,701,275,723,50,726
50,578,275,575,275,597,50,600
50,661,229,660,229,683,50,684
356,1051,520,1045,520,1073,358,1079
50,598,244,596,244,619,50,621
219,204,397,204,397,245,219,245
157,287,428,282,428,305,158,310
50,858,137,858,136,882,50,882
203,872,275,872,275,897,204,897
372,759,444,760,443,782,372,782
65,556,229,554,229,577,66,579
387,958,459,957,459,981,388,982
65,433,428,426,428,451,66,457
188,328,397,324,397,348,188,352
65,494,275,492,275,514,65,517
50,835,152,835,152,858,50,859
49,1065,305,1055,305,1081,51,1091
49,928,183,923,183,948,51,952
50,536,244,533,244,556,50,559
80,370,505,362,505,387,81,395
263,115,336,114,336,178,266,179
372,632,443,632,443,654,372,654
50,455,336,449,336,473,50,478
50,789,198,787,198,813,50,815
265,8,307,10,304,35,265,33
326,176,368,177,366,210,326,210
49,768,167,765,167,790,50,792
127,618,275,617,275,640,127,641
50,514,137,514,137,537,50,537
156,1094,229,1092,229,1122,159,1125
49,972,213,966,213,992,51,997
203,0,428,-1,428,22,203,22
65,879,122,880,121,904,65,904
