197,303,384,302,384,322,198,323
101,381,417,382,416,402,101,401
197,317,384,316,384,337,198,338
85,738,191,738,191,759,85,759
342,771,417,772,416,792,342,792
85,607,208,608,207,629,85,628
85,844,191,844,191,866,85,866
85,718,417,718,417,742,85,742
358,499,449,499,449,520,358,520
342,738,417,738,417,758,342,758
358,703,417,702,417,721,359,722
85,626,240,625,240,646,85,646
181,265,401,269,400,289,181,286
358,571,417,570,417,591,359,592
84,865,256,860,256,881,85,886
85,466,224,466,224,486,85,485
342,790,417,789,417,810,342,811
342,432,449,430,449,449,343,451
85,398,320,400,320,419,85,418
85,447,272,451,271,470,85,467
325,943,481,938,481,966,327,971
117,332,465,333,465,352,117,351
342,466,417,464,417,484,343,485
85,590,208,588,208,610,85,612
85,699,128,700,126,721,85,720
229,805,272,804,272,825,230,826
358,867,417,867,417,890,359,890
85,642,400,642,400,665,85,665
85,432,272,432,272,451,85,451
214,284,352,285,352,306,214,305
181,349,400,349,400,367,181,368
85,680,176,681,175,703,85,702
84,500,256,495,256,515,85,520
342,481,449,481,449,502,342,502
181,551,272,552,272,575,181,574
68,880,208,877,208,899,69,902
278,160,396,176,373,241,278,228
342,449,449,449,449,468,342,468
358,533,417,533,417,555,358,555
68,950,288,946,288,971,69,976
85,482,224,482,224,502,85,502
342,607,417,606,417,628,343,629
101,774,175,774,175,795,101,795
101,571,256,570,256,593,101,593
85,516,272,515,272,537,85,538
229,200,288,198,288,231,231,233
