83,871,226,870,226,899,83,899
443,920,529,922,528,950,443,949
272,398,453,397,453,424,273,424
443,873,529,872,529,899,443,900
443,605,529,606,529,631,443,631
102,723,358,721,358,749,102,751
83,796,320,795,320,823,83,824
83,919,207,920,207,948,83,948
121,469,605,466,605,492,121,495
443,846,529,845,529,871,443,872
443,1083,529,1083,529,1109,443,1109
216,374,510,374,510,400,216,400
102,628,283,627,283,654,102,655
443,949,529,949,529,977,443,977
83,700,283,701,282,726,83,725
442,700,529,698,529,725,444,727
83,771,359,773,358,800,83,798
102,562,396,559,396,586,102,589
83,675,283,678,282,703,83,701
83,842,207,842,207,871,83,871
443,797,529,797,529,825,443,825
443,675,529,674,529,702,443,703
405,1187,605,1187,605,1218,405,1218
651,1174,719,1175,718,1205,651,1204
0,1156,55,1156,55,1179,0,1179
443,1056,529,1056,529,1084,443,1083
443,628,529,628,529,655,443,655
83,1029,226,1027,226,1056,83,1057
234,445,491,442,491,470,235,473
83,974,339,972,339,1003,83,1004
64,1080,245,1080,245,1109,64,1109
348,157,459,164,447,248,348,242
0,1178,360,1190,357,1218,0,1207
83,747,340,748,339,775,83,774
64,1054,340,1056,339,1084,64,1082
102,651,529,652,529,680,102,680
234,421,491,419,491,447,235,449
83,607,245,608,244,632,83,631
254,270,513,283,506,337,254,324
348,534,510,535,510,563,348,562
140,538,207,538,207,566,140,566
197,492,510,489,510,514,197,517
443,749,529,749,529,775,443,775
64,948,169,948,169,977,64,976
